department,course_code,course_name,credits,prerequisites,corequisites,description
HGSE,356,Biophysical Dynamics of the Marine-Terrestrial Interface,3,/* Unparsed: third-year standing. */,,Nutrient cycling between the marine environment and coastal forest ecosystems; how the physical characteristics of this interface affect inputs; which species play a pivotal role in driving interactions. Part of the Haida Gwaii Fall Semester. Prerequisite: Third-year standing.
HGSE,357,Ecology and Management of Island Wildlife,3,/* Unparsed: third-year standing. */,,"Unique biological attributes of island wildlife, such as subspecies, isolated populations, and distinct evolutionary pathways, with a focus on endemic species on Haida Gwaii. Part of the Haida Gwaii Fall Semester. Credit will be granted for only one of FRST 395 or HGSE 357. Prerequisite: Third-year standing."
HGSE,358,Systems Thinking for Resource Management,3,/* Unparsed: third-year standing. */,,"Introduction to systems thinking and resilience to understand dynamics of social change and innovation; use of case studies to demonstrate applications of different types of ecological knowledge, including traditional knowledge and experiential knowledge. Part of the Haida Gwaii Fall Semester. Prerequisite: Third-year standing."
HGSE,359,Ecosystem-Based Management Seminar,3,/* Unparsed: third-year standing. */,,"History, definitions, and applications of EBM; challenges of achieving both economic and environmental well-being with a focus on resource use and management on Haida Gwaii. Part of the Haida Gwaii Fall Semester. Prerequisite: Third-year standing."
HGSE,360,"Ocean People, Culture and Tradition",3,,,The relationship between the culture of the Haida people and their marine environment; and traditional and modern approaches to management of marine resources.
HGSE,361,Fisheries Co-Management of the North Pacific Coast,3,,,Concepts of fisheries co-management with a focus on the North Pacific Coast; examples of other comanagement structures regionally and internationally.
HGSE,362,Marine Protected Areas and Marine Spatial Planning,3,,,"Key concepts in MSP and key elements inherent in MPA and MPA network design, governance, implementation, management, compliance and monitoring."
HGSE,363,Applications in Marine Conservation,3,,,Exposure to field settings and research techniques in local marine environments.
HGSE,364,Haida Gwaii Marine Conservation Seminar,3,,,"Key marine conservation issues, pairing broad topics with examples on Haida Gwaii to bring theory into practice."
HGSE,370,Introduction to Resilience Theory in Community,3,,,"Theory of social-ecological resilience as applied to cross-cultural community settings, using case studies from communities on Haida Gwaii and other exceptional cases of community resilience."
HGSE,371,Re-Storying History: Indigenous Perspective,3,,,"Exploration of the diversity of Indigenous peoples of British Columbia and Canada and their unique histories, beginning with origin stories and oral histories and moving on to the histories and relationships that Indigenous groups have with the federal, provincial and territorial governments."
HGSE,372,Language and Cultural Continuity,3,,,"An exploration of language as a means of looking at culture, and cultural continuity. Using Xaad Kilthe Haida language as a framing device, students will explore the integral connections between language, culture, history, land, health and resilience."
HGSE,373,Community Planning and Development for Resilience,3,,,"An examination of the challenges and opportunities of developing and diversifying resilient resource dependent cross-cultural, rural communities using Haida Gwaii's comprehensive community planning as a case study."
HGSE,374,Community Resilience Seminar,3,,,"The application of theory, concepts, stories, and histories of community resilience through focused readings, group discussions and engagement with local speakers to provide the opportunity to engage deeply and work at the theory-practice interface."
HGSE,380,Systems Thinking and Social-Ecological Change,3,,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""HGSE 382""), Prerequisite(type=""course"", details=""HGSE 383""), Prerequisite(type=""course"", details=""HGSE 384"")])","Theories of systems change, including complex systems thinking, resilience/transformation, transition management and other social science-based change theories. Corequisite: All of HGSE 382, HGSE 383, HGSE 384."
HGSE,381,Ecological Economics,3,,,"Underlying philosophy and principles of ecological economics, including the cascading effects of change, unintended consequences of change, and why it might be difficult to separate our ecological goals from our political realities."
HGSE,382,Political and Legal Aspects of Systems Change,3,,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""HGSE 380""), Prerequisite(type=""course"", details=""HGSE 383""), Prerequisite(type=""course"", details=""HGSE 384"")])","An examination of the emergence of Aboriginal Law in Canada, with a focus on the development of Aboriginal law as an innovation in shaping new contexts for Federal-, Provincial- and Corporate-Indigenous relations and its implications for systems transformation. Corequisite: All of HGSE 380, HGSE 383, HGSE 384."
HGSE,383,Social Innovation and Entrepreneurship,3,,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""HGSE 380""), Prerequisite(type=""course"", details=""HGSE 382""), Prerequisite(type=""course"", details=""HGSE 384"")])","An examination of the relationships between culture, ingenuity, creativity, entrepreneurship and innovation required to understand and foster systems change through Indigenous and cross-cultural examples. Corequisite: All of HGSE 380, HGSE 382, HGSE 384."
HGSE,384,Case Studies in Social-Ecological Change,3,,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""HGSE 380""), Prerequisite(type=""course"", details=""HGSE 382""), Prerequisite(type=""course"", details=""HGSE 383"")])","An exploration of complex issues of social-ecological change in the current social-economic-political context of reconciliation initiatives and Indigenous governance, highlighting the Haida worldview and Haida ways of knowing and being with western understandings of social-ecological systems. Corequisite: All of HGSE 380, HGSE 382, HGSE 383."
HGSE,394,Marine Conservation in British Columbia,3,,,Perspectives and methodologies applied to the conservation of marine environments in British Columbia.
HINU,100,Introductory Hindi-Urdu I,3,,,"Spoken Hindi and Urdu, and written Hindi. Credit will be granted for only one of HINU 100 or 102."
HINU,101,Introductory Hindi-Urdu II,3,,,Continuation of HINU 100. Credit will be granted for only one of HINU 101 or 102. Recommended pre-requisite: HINU 100.
HINU,102,Introductory Hindi-Urdu,6,,,"Spoken and written Hindi and Urdu. As of 2011W, credit will be granted for only one of HINU 100/101 or HINU 102."
HINU,200,Intermediate Hindi-Urdu,6,,,"Conversation and grammar; an introduction to Hindi literature; an introduction to the Urdu script. As of 2011W, credit will be granted for only one of HINU 201/202 or HINU 200. Recommended pre-requisites: one of HINU 101, HINU 102."
HINU,201,Intermediate Hindi-Urdu I,3,,,Conversation and grammar; an introduction to Hindi literature; an introduction to the Urdu script. Credit will be granted for only one of HINU 200 or 201. Recommended pre-requisite: HINU 101.
HINU,202,Intermediate Hindi-Urdu II,3,,,Continuation of HINU 201. Credit will be granted for only one of HINU 200 or 202. Recommended pre-requisite: HINU 201.
HINU,205,Introduction to the Devanagari Script,1,,,The writing system of Hindi for those with some background in the spoken language. May be taken at the same time as HINU 200.
HINU,300,Advanced Hindi-Urdu,6,,,"Further study of the grammar of Hindi and Urdu; advanced conversation; literary readings in Hindi and Urdu; Hindi film. As of 2011W, credit will be granted for only one of HINU 301/302 or HINU 300. Recommended pre-requisites: one of HINU 200, HINU 202."
HINU,301,Advanced Hindi-Urdu I,3,,,Further study of the grammar of Hindi and Urdu; advanced conversation; literary readings in Hindi and Urdu; Hindi film. Credit will be granted for only one of HINU 301 or HINU 300. Recommended pre-requisite: HINU 202.
HINU,302,Advanced Hindi-Urdu II,3,,,Continuation of HINU 301. Credit will be granted for only one of HINU 302 or HINU 300. Recommended pre-requisite: HINU 301.
HINU,305,Introduction to the Perso-Arabic (Urdu) Script,2,,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""HINU 300""), Prerequisite(type=""course"", details=""HINU 400"")])","The writing system of Urdu for those with some background in the spoken language. Corequisite: One of HINU 300, HINU 400."
HINU,400,Introduction to Hindi and Urdu Literature,6,,,"Readings of various literary genres in Hindi, Urdu and their medieval equivalents. Modern fiction from India and Pakistan; the Urdu ghazal; medieval Hindi bhakti poetry; readings from the Adi Granth of the Sikhs Hindi film. Discussion in Hindi-Urdu of all materials. Recommended pre-requisite: HINU 300."
HINU,450,Hindi Film,3,,,"Regional, religious, and historical dialects of Hindi and Urdu as represented in films. Recommended pre-requisite: HINU 200 or fluency in Hindi."
HIST,100,What is History?,3,,,"The discipline of history through the study of questions, sources, methods, and controversies. Includes case studies of key turning points in world history to examine what historians do and why it matters."
HIST,101,Global History to 1500 CE,6,,,"Introduction to premodern human societies of Asia, Africa, Europe, and the Americas and cultural, political, social, economic, and religious exchanges from a global history perspective and introduction to historical practices."
HIST,102,World History from 1500 to the Twentieth Century,6,,,"The civilizations of Asia, Europe, Africa and the Americas, with emphasis on the political, economic, ecological and cultural links among them, and the impact of oceanic contact, imperialism, warfare, migration, and globalization."
HIST,103,World History Since 1900,6,,,"International relations; changes in the nation-state system; the emergence and impact of major political ideologies; genocide; decolonization; the globalization of trade; and the dynamics of economic, social, cultural, and environmental change in a global context."
HIST,104,Topics in World History,3,,,Thematically-organized topics will explore global aspects of human experience across time. Each section will examine a single theme. Check with the department for course offerings.
HIST,105,Contemporary Global Issues in Historical Perspective,3,,,"Places issues and problems of current relevance such as disease, terrorism, drugs, or ethnic conflict in historical perspective. Each section will explore a single theme. Check with department for course offerings."
HIST,106,Global Environmental History,3,,,"The impact humans have had on the environment, and the ways in which the physical environment has shaped human history: climate, agriculture, energy use, and urbanization."
HIST,107,Global Indigenous Histories,3,,,"An introduction to the experiences of Indigenous peoples and the nature of colonialisms around the world since 1500, and an introduction to historical practices and perspectives."
HIST,108,Global History of Capitalism,3,,,The history of capitalism in its global dimension from the beginnings to the age of industrialization. An investigation of economies - in both their practices and cultures - around the world and across the ages from ancient times to the modern era.
HIST,109,Cultural Histories of Media: From Writing to Tweeting,3,,,"The history of different forms of media in global perspective, with particular attention to audiovisual electronic media."
HIST,110,History of Global Migration,3,,,Explores the mass migration of people in the modern world through a global perspective. Industrial and export-oriented economies in the mid-nineteenth century to contemporary issues of border regulation and refugees.
HIST,200,Asia and the World,6,,,"The political, economic, social, cultural, and human interactions between Asia and the world, inter-Asian relations, Asian diaspora, colonialism, war and the social consequences of conflict, decolonization, industrial growth, and developing world issues."
HIST,201,History Through Photographs,3,,,"The discipline of history through the study of photographs. Explores themes such as colonialism, orientalism, the mass media, representations of gender and sexuality, and protest through photographic evidence."
HIST,203,The Global War on Terror,3,,,"Critically examines the origins, impacts, and legacies of the nebulous 'Global War on Terror'."
HIST,204,History Through Video Games,3,,,Exploration of global histories through video games and uses of video games for research by historians.
HIST,205,Introduction to Historical Archaeology,3,,,"An introduction to the study of medieval and modern material culture, with special emphasis on Canada, using archaeological evidence to illustrate the principles, aims, and techniques of historical archaeology and related disciplines."
HIST,235,History of Canada: Moments that Matter,3,,,"An introduction to major turning points in Canadian history. Exploration of the social, political, cultural, and environmental transformations/revolutions that have shaped Canada from early European colonialism to the twenty-first century."
HIST,236,Introduction to Public History in Canada: Confronting the Canadian Past,3,,,"An introduction to public history in Canada that explores the politics and practice of representing the past in a variety of sites, such as museums, monuments, and films, and examines questions of historical interpretation, memory, and audience."
HIST,240,"Health, Illness and Medicine I: From the Ancient World to the Early Modern Period",3,,,"History of western medicine, from the Ancient World to the Enlightenment, with a focus on social and cultural ideas surrounding the body, health, and disease, and the development of medical institutions."
HIST,241,"Health, Illness and Medicine II: The Modern World from 1700 to the Present",3,,,"Western medicine from 1700 to the present, with a focus on social and cultural ideas surrounding the body, health and disease, and the development of medical institutions."
HIST,252,Modern Caribbean History,3,,,"A survey of social, cultural and political history of Anglophone, Francophone and Spanish Caribbean from the Haitian Revolution to the present."
HIST,256,History of Africa,3,,,"An introduction to selected themes and historical approaches in African history. These may include African geography and identities, sources and methodology, pre-modern state formation, gender relations, world religions, labour systems, colonialism, and post-colonialism. Credit will be granted for only one of AFST 256 or HIST 256. Equivalency: AFST256"
HIST,259,"Science, Medicine, and Technology in the Ancient and Medieval Worlds",3,,,"The history of science, medicine, and technology, emphasizing networks, exchanges, and encounters in a global context."
HIST,260,Science and Society in the Contemporary World,3,,,"An introduction to the historical development, conceptual foundations, and cultural significance of contemporary science. Themes will vary from year to year. Credit will be granted for only one of HIST 260 or PHIL 260. Equivalency: PHIL 260."
HIST,271,"Japan and Global History, 1550 - 1900",3,,,"Thematic study of comparisons and relations between Japan and the world outside (primarily Europe and China). Commercial expansion, systems of world order, social institutions, religious and ideological expression, and state organization."
HIST,273,History of India,3,,,"Societies, cultures, and politics of the Indian subcontinent from its ancient civilizations to the formation of the modern nation-states of South Asia."
HIST,279,Steppe Empires in World History,3,,,"Powerful empires that flourished over the Eurasian Steppe, from the earliest to modern times, and how regimes and cultures associated with these empires have changed the world."
HIST,280,Islamic World History,3,,,"The history of the Islamic world in its global dimensions from its origins to the present day through the themes of religion, law, politics, culture, and modernity."
HIST,300,Vikings: Then and Now,3,,,Historical and archaeological study of Viking-Age and premodern Scandinavia and the Vikings complex legacies in contemporary cultural heritage.
HIST,302,History of the Indigenous Peoples of North America,6,,,"Indigenous peoples from pre-contact to the present in Canada and the U.S. Topics include colonial frontiers, disease, fur trade, government policies, environment, gender, religion, oral narratives, activism, urbanization, and identity."
HIST,303,History of the Canadian West,6,,,"Selected topics in the history of the Canadian West with an emphasis on the prairie west: the Indian and the fur trade, Louis Riel, prairie settlement, and western social and political protest."
HIST,304,Researching Local History from the Ground Up,3,,,Sources and methods for reconstructing local history that can be used by Social Studies teachers in B.C. The aim is to develop an appreciation of the formative processes and past experiences that created one's familiar community.
HIST,305,History of British Columbia,3,,,"The social, political, cultural, environmental, and economic transformations that have made British Columbia. Topics include the histories of Indigenous and settler peoples, the modern state, migration, activism, and identity."
HIST,306,"History of France, 1461-1715",6,,,"The development of absolute monarchy in France, with emphasis on change and conflict in French society; spiritual and intellectual crisis; the place of France in the emerging European state system; and opposition to the monarchy."
HIST,307,French North America to 1803,3,,,"Historical background for understanding the French-speaking peoples of North America: Acadians, Franco-Quebecois, French-Canadians and Cajuns. It also deals extensively with French-Indigenous relations and introduces the student to the historiography of French North America."
HIST,308,Quebec from the End of the 18th Century to the Present,3,,,"Relations between the English and the Canadians prior to the Rebellions of 1837-38, the emergence of French Canadian nationalism after 1840, the impact of State formation and industrialization in Quebec, the Quiet Revolution, and the independence movement."
HIST,309,Topics in Sub-Saharan African History,3,,,Examination of a major theme in the history of Sub-Saharan Africa.
HIST,310,The British Empire to 1850,3,,,Rise of the British imperial system within a global context from its beginnings to 1850. Focuses on economic and social themes with emphasis on settlements in the southern hemisphere as well as the West Indies.
HIST,311,The British Empire after 1850,3,,,Transformation of the British imperial system from the mid-nineteenth century to de-colonization and neo-colonialism after the second World War.
HIST,312,Southern Africa,3,,,"Pre-colonial, colonial, and contemporary, emphasizing South Africa. Credit will be granted for only one of AFST 312 or HIST 312. Equivalency: AFST312"
HIST,313,Africa from Imperialism to Independence,3,,,"The history of Africa in the 19th and 20th Centuries: the growth of Islam and Christianity, the impact of European colonialism, the development of nationalism, and the variety of different political and social outcomes after independence. Credit will be granted for only one of AFST 313 or HIST 313. Equivalency: AFST313"
HIST,314,Early Modern Britain,6,,,"The social, economic, political, religious, cultural, and intellectual history of Britain between the Reformation and the Industrial Revolution, emphasizing the rise of modern industrial society."
HIST,315,Britain 1750-1850,3,,,"Emergence of the world's first industrial society, and the political, economic, and cultural struggles accompanying this transformation."
HIST,317,"Britain, 1850-1918",3,,,"Britain from the Great Exhibition to the Great War: the creation of a mass electorate, the New Imperialism, the New Woman, and the ways that class, race, gender, and sexuality shaped modern Britain."
HIST,318,Early Twentieth-Century Britain,3,,,"British society and politics in the era of the two world wars: the liberal reforms before the Great War, war experiences, the Great Depression, and the impact of new political movements."
HIST,319,"Britain, 1945 to the Present",3,,,"Survey of recent British history, with emphasis on de-colonization, emergence of the welfare state, new social movements and patterns of immigration, and Britain's changing relationship with Europe."
HIST,323,"Empires, Wars, and Revolutions in Europe and the Americas,1763-1838",3,,,"Political, social, cultural, and intellectual transformations that reshaped the Atlantic world between 1763 and 1838; special attention will be given to the American, French, and Haitian Revolutions, the Latin American Wars of Independence and Canadian rebellions."
HIST,324,"Inventing Canada, 1840-1896",3,,,"An examination of political, cultural and national developments within the British North American colonies in the second half of the nineteenth century. Credit will not be granted for both HIST 324 or 326, if 326 was taken before 2007W."
HIST,325,"Canada 1896-1945: Boom, Bust and War",3,,,"Includes Aboriginal policy, immigration and national identity; Canada, Britain and the US; World Wars; economic modernization; the Great Depression; regionalism; political and social movements; and the creation of 'Canadian' culture. Credit will only be granted for one of HIST 325 or 426, if 426 was taken before 2007W."
HIST,326,Canada Since 1945: Affluence and Anxiety in the Atomic Age.,3,,,"Includes immigration policy; the welfare state; Aboriginal peoples; the Cold War; resource economies and national politics; continentalism and free trade; constitutional crises; conflicting nationalisms; and new social movements. Credit will only be granted for one of HIST 326 or 426, if 426 was taken before 2007W."
HIST,327,"Colonial America: Encounter and Settlement, 1607 - 1763",3,,,"Encounters between European, African, and Indigenous North American peoples as well as the history of the colonies within the Atlantic world, from the late sixteenth century to the eve of the American Revolution."
HIST,328,"Rebels in America: Revolution to Civil War, 1763 - 1865",3,,,"Issues in U.S. history from the colonial era through the Civil War, including the causes of the American Revolution; slavery; aboriginal peoples; labour, gender, and industrialization."
HIST,329,"Heroes, Rebels, Villains, Folks: The People Who Shaped Canada",3,,,"Canadian history through the lens of individual people's lives and their social impact. Themes include race, class, gender, sexuality, indigeneity, colonialism, slavery, immigration, moral regulation, and activism."
HIST,330,History of the Global Financial Order,3,,,"Origins and transformation of the global financial order (18th century onward) in relation to war, state-building, international political economy, and colonialism."
HIST,331,"The United States, 1865-1900: Labour, Race, Gender, and Empire",3,,,"The complicated political, economic and social history of the United States in the three decades following the Civil War."
HIST,334,"African-American History, 1450 - 1850",3,,,The history of African Americans from the beginnings of the African slave trade in the 15th Century through the mid-1800s and the coming of the U.S. Civil War.
HIST,335,"African-American History, 1850 to the Present",3,,,The history of African-Americans from the Civil War and emancipation through the present. Topics include the Jim Crow system; the Harlem Renaissance; the Civil Rights Movement; and the current economic and political status of Americans of African ancestry.
HIST,336,Imperial and Colonial Archaeology and Museums,3,,,"The impact of imperialism and colonialism on archaeological practice, museum collecting, and the telling of historical narratives."
HIST,338,"American Modernity: The United States, 1890-1945",3,,,"U.S. emergence as an industrial powerhouse and, eventually, a global superpower; responses to industrial society, meaning of modern times, economic upheaval and social change, U.S.'s role as a world power, and politics of race, ethnicity, and gender."
HIST,339,The United States Since 1945: The Limits of Power,3,,,"American military and geo-political power during and after Cold War; wars in Korea, Vietnam, and Middle East; domestic issues including McCarthyism, social movements (blacks, women, youth, gays and lesbians, and Native Americans), consumerism, immigration, and rise of New Right."
HIST,340,Histories of the American West,3,,,"Frontier ideologies in relation to race, gender, class, sexuality. Place-making and historical narrative in and about the western part of the United States."
HIST,341,Medieval Jewish History,3,,,"A survey of the political, social, economic, and cultural history of the Jews from the time of the Christianization of the Roman Empire to the expulsion of professing Jews from Spain and Portugal at the end of the fifteenth century."
HIST,342,Modern Jewish History,3,,,"A survey of the political, social, economic, and cultural history of the Jews from the beginning of the sixteenth century to the present with special emphasis on changing attitudes to Jews and Judaism, social and cultural transformations."
HIST,344,Ancient Regime France,6,,,"The political, social and/or cultural history of early modern France before the Revolution. Topics may include: the changing significance of the monarchy; the Enlightenment critique of the Catholic Church and religion; the 'pre-revolution'. Credit will only be granted for one of HIST 344 or 406."
HIST,346,History of Modern France,6,,,"Political, social, and cultural history of France from the Revolution of 1789 to the present. France's journey toward democracy; particular focus on the changing nature of French culture and society."
HIST,347,"Medieval and Imperial Russian History, 998 to 1800",3,,,"Russian politics, society, culture, and empire, beginning with the medieval period extending through the era of Peter the Great's modernization efforts and the Enlightenment."
HIST,349,"Imperial Russian History, 1800 to 1917",3,,,History of Russia from the time of Catherine the Great to the Russian Revolution with particular focus on social and cultural history.
HIST,350,The Soviet Union,6,,,"Political, social, and cultural history of the Soviet Union and post-Soviet successor states from 1900 to the present."
HIST,352,Modern Middle Eastern History,3,,,"Politics, culture, society, war, and diplomacy; themes include colonialism, nationalism, and authoritarianism; emphasis on the 20th and 21st centuries."
HIST,354,The Ottoman Empire,3,,,"The rise and fall of the Ottoman empire; themes include Islamic law, politics, art, culture, gender relations, and the influence of religion on statecraft."
HIST,355,Nineteenth Century Germany,3,,,"The political, social, and cultural history of modern Germany during the long nineteenth century (1780s to the early twentieth century)."
HIST,356,Twentieth-Century Germany,3,,,"The political, social, and cultural history of Germany in the twentieth century."
HIST,357,History of Mexico,3,,,"Examines themes in the last five hundred years of Mexican history, with an emphasis on the critical reading of primary sources and the use of a variety of texts that may include letters, diaries, paintings, photographs, novels, and movies."
HIST,358,State and Society in 20th century Cuba,3,,,"The history and historiography of 20th century Cuba, with particular attention to changing state structures and their impact on everyday life."
HIST,359,A History of Brazil: From Colony to Nation,3,,,"The cultural and political history of Brazil, from the earliest arrival of the Portuguese to Brazil's emergence as one of the economic powerhouses of the twenty-first century."
HIST,362,The Islamic Golden Age,3,,,"Political, economic, social, and cultural history of the premodern Islamic World and its global connections during the Abbasid Caliphate, with attention to the relevance of this past to our contemporary world."
HIST,363,Europe in the Early Middle Ages,3,,,"A survey of the development of institutions, ideas and the economy in Europe from about 400 through about 1000 CE."
HIST,364,Europe in the Late Middle Ages,3,,,"A survey of the development of institutions, ideas and the economy in Europe from about 1000 CE through the fourteenth century."
HIST,365,Europe During the Renaissance,3,,,"The interplay between new and traditional ideas, styles, and institutions from the fourteenth to the mid-sixteenth century, with emphasis upon the relationship of social, economic, and political factors to intellectual and cultural change."
HIST,366,Europe During the Reformation,3,,,"An examination of European history that place both the Protestant Reformation and the Catholic Reformation in the broader context of the political, social, cultural, and economic changes during the early modern era."
HIST,367,Europe in the Age of the Enlightenment,3,,,"Europe during the age of the Enlightenment, from the end of the religious wars to the French Revolution, with emphasis on political, social, cultural, and intellectual changes in their global context."
HIST,368,Europe in the 19th Century,3,,,An investigation of main themes in European history from the French Revolution to the beginning of the 20th century. Topics of particular importance are: domestic politics; the interaction of states; the formation of new states; social and economic transformations affecting the whole civilization; major cultural expressions of the century.
HIST,369,"Europe, 1900-1950",3,,,"Europe in the first half of the twentieth century. Themes include the imperialist system, two world wars and their aftermaths, political and social movements of the interwar years, the Depression, and the crisis of liberal democracy."
HIST,370,Europe Since 1950,3,,,"Europe since the middle of the twentieth century. Themes include the Cold War, the development of separate social and political systems in Western and Eastern Europe, the emergence of the welfare state, and the problems of European integration."
HIST,373,History of Hong Kong,3,,,"History, culture, and identities of Hong Kong from the early 1800s to the present. Credit will be granted for only one of HIST 373 or ASIA 373. Equivalency: ASIA 373"
HIST,377,History of Cantonese Worlds,3,,,"The history, culture, languages, and identities of the multi-faceted Cantonese worlds, in the context of Chinese history and the Cantonese diaspora. Credit will be granted for only one of HIST 377 or ASIA 323. Equivalency: ASIA 323 This course is not eligible for Credit/D/Fail grading."
HIST,378,History of Early China,3,,,History of China from the earliest times to the disintegration of the Tang Empire. Students will acquire the analytical skills and tools to understand the origins and foundations of Chinese society. Credit will be granted for only one of HIST 378 or ASIA 320. Equivalency: ASIA 320
HIST,379,History of Later Imperial China,3,,,"History of China from the end of Tang to the eve of its modern transformation. Students will acquire the analytical skills and tools to understand the political, socio-economic, and cultural changes in imperial China. Credit will be granted for only one of HIST 379 or ASIA 340. Equivalency: ASIA 340"
HIST,381,Imperialism and Nationalism in Southeast Asia,3,,,"The history of European imperial rule, the forms of resistance to it, and the formation of nationalist movements in Southeast Asia. The countries studied include Vietnam, Indonesia, the Philippines, Burma, and Thailand."
HIST,382,Post-Colonial Southeast Asia,3,,,"The history of the Japanese occupation, wars of independence, international relations of the independent nation-states, and internal armed conflicts. Special attention will be paid to the wars in Vietnam, Indonesia, and East Timor."
HIST,383,Foundations of Sikh Traditions,3,,,"Sikh religious beliefs, practices, institutions, and thought. Emphasis on the history of the Sikh Gurus and their writings, and the larger social and cultural forces within which the tradition developed."
HIST,384,The Making of Modern Sikhism,3,,,"Historical, social, and cultural forces that shaped Sikh religious beliefs, practices, institutions, and thought in the modern period, including both colonial and post-colonial contexts and the transnational Sikh community."
HIST,385,India from Raj to Republic,3,,,"Exploration of the rise of the East India Company as territorial power, the formation of a colonial society in India, competing responses to British rule, the struggle for independence, and the legacies of partition."
HIST,387,Voices from Medieval India,3,,,"History of medieval India explored through different stories from and about India's pre-modern past. Studies trends in society, religion, politics, and material life to reveal the dynamism of this period and to challenge simplified narratives of Hindu-Muslim confrontation."
HIST,388,"India in the Early Modern World: Kings, Courtesans, and Saints",3,,,History of India during the period of Mughal rule (roughly 1500-1750). Studies the role of India and the Mughals within the global dynamics of the early modern world.
HIST,389,"The Sikhs: History, Religion and Society",6,,,"A historical study of the social and cultural forces that helped shape Sikh religious beliefs and ritual practices over the past four centuries. In dealing with the evolution of Sikh identity, attention will be given to Sikh ideals, social organization, religious institutions and sacred literature."
HIST,391,Human Rights in World History,3,,,"Changing ideas about humanity and rights. Considers the relationship between human rights and the nation-state, imperialism, and capitalism. Assesses the efforts to end large-scale human rights violations and the role of the United Nations."
HIST,392,Scientific Revolution: Circulation of Knowledge in the Early Modern World,3,,,The profound transformation of knowledge about the world in the context of the first global encounter of civilizations between 1450 and 1800. Explores the foundations for modern science.
HIST,393,Introduction to History and Philosophy of Science,3,,,"An examination of historical, conceptual, and methodological conditions of scientific knowledge through detailed consideration of important episodes in the history of science. Credit will be granted for only one of HIST 393 or PHIL 360. Credit will be granted for only one of HIST 393 or PHIL 360. Equivalency: PHIL 360"
HIST,394,"Darwin, Evolution, and Modern History",3,,,Darwin and the science of evolution in nineteenth and early twentieth century. Credit will be granted for only one of HIST 394 or PHIL 364. Credit will be granted for only one of HIST 394 or PHIL 364. Equivalency: PHIL 364
HIST,395,"The Nuclear Century: Scientists, Atoms, and the World Order Since 1900",3,,,"Science and the military-industrial complex; quantum and relativistic revolutions in physics; nuclear energy and weapons of mass destruction; international tensions, environmental damage, and global perils."
HIST,396,Environmental History of North America,3,,,"Overview of land use and environmental change in Canada and the United States; examines ideas and practices that shaped indigenous and non-indigenous resource exploitation, management, and activism to the end of the twentieth century."
HIST,397,Environmental History of the Modern World,3,,,"Major themes in global environmental history and historiography since 1500, with a particular focus on the nineteenth through twenty-first centuries."
HIST,398,The History of Modern Medicine,3,,,"The history of health and disease in the modern world, focusing in particular on the emergence and history of modern biomedicine."
HIST,400,The Practice of Oral History,3,,,"The practice, ethics, and politics of oral history. Provides research training, where students design and complete projects based on oral history interviews."
HIST,401,Seafaring in the Age of Sail,3,,,"Humankind's encounter with its ocean frontier through exploration, trading, fishing, whaling, piracy, and naval warfare from 1400 to 1850."
HIST,402,Problems in International Relations,3,,,"Selected topics such as trade, migration, diplomacy, war, migration, colonialism, and post- colonialism. Priority for registration to majors in History or International Relations."
HIST,403,Seminar in the History of International Relations,3,,,Selected topics in the history of international relations. Restricted to fourth year students majoring in History or International Relations. This course is not eligible for Credit/D/Fail grading.
HIST,404,The First World War,3,,,WWI as a global war; cultural history and legacy; impact of imperialism on the war; military technology.
HIST,405,"Diplomacy and Conflict in the Middle East, 1914 to the Present",3,,,"International relations in the Middle East in the aftermath of the Ottoman Empire, with special attention to the conflicts between Jews of Palestine/Israel and their Arab neighbours."
HIST,406,The Second World War,3,,,"Precursors and consequences of the war; military, political, cultural, social, and economic histories of how the war shaped and reflected its global context. Themes include totalitarianism, genocide, and imperialism and decolonization."
HIST,408,U.S. Foreign Relations from Independence to World War II,3,,,"U.S. foreign policy and international history. Examines the American rise to power and political, economic, and cultural relationships between the United States and other peoples, organizations, and states worldwide."
HIST,409,U.S. Foreign Relations since 1945,3,,,"U.S. foreign policy and international history. Political, economic, and cultural relationships between the United States and other peoples, organizations, and states worldwide."
HIST,412,The American Impact on Canada,6,,,"An examination of the influence of the United States' rise to continental, hemispheric, and world power upon Canada in the areas of economics, defence, and foreign policy."
HIST,413,Imagining the Nation: 19th- and 20th-Century Canada,3,,,"The political and intellectual history of the concept of the nation in French and English Canada, and the different forms of nationalism it inspired from the middle of the nineteenth century to the 1995 Quebec Referendum."
HIST,414,Constitutions in Canadian History: From Pre-Contact to the Charter of Rights,3,,,"European precedents, Colonial self-government, Canadian Confederation, and issues such as gay rights, abortion, and First Nations land rights."
HIST,415,History of Vancouver,3,,,"Selected themes in the history of Vancouver, exploring how the study of the past illuminates or explains major debates in the city today."
HIST,418,The 1960s in Global Perspective,3,,,"The history of the 1960s from a transnational perspective: culture, social change, student activism, and global conflict."
HIST,419,Crime and Punishment in Canadian History,3,,,The relationship between law and society; the development of legal institutions and the evolving character of crime in Canada.
