department,course_code,course_name,credits,prerequisites,corequisites,description
FRST,211,Forest Classification and Silvics,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 201""), Prerequisite(type=""course"", details=""NRES 201"")])",,"Forest classification and the application of silvics in forest management, including world forest classification systems, the Biogeoclimactic Ecosystem Classification system, and ecosystem diagnosis in the field. [3-2-0] Prerequisite: One of FRST 201, NRES 201."
FRST,231,Introduction to Biometrics,3,,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 100""), Prerequisite(type=""course"", details=""MATH 180""), Prerequisite(type=""course"", details=""MATH 184""), Prerequisite(type=""course"", details=""MATH 190"")])","Basic theories of probability and statistics. Sampling distribution, methods of estimation and hypothesis testing; goodness of fit and tests for independence; analysis of variance, regression and correlation. Consult the Faculty of Science Credit Exclusion Lists: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. [3-2-0] Corequisite: One of MATH 100, MATH 180, MATH 184, MATH 190."
FRST,232,Computer Applications in Forestry,3,,,"Techniques involved in solving forestry problems with microcomputers using word processing, spreadsheet, procedural language, and database management tools. [3-2]"
FRST,239,Tree and Stand Level Measurements,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 231""), Prerequisite(type=""course"", details=""NRES 231""), Prerequisite(type=""course"", details=""FRST 232""), Prerequisite(type=""course"", details=""NRES 232"")])",,"An introduction to measurement of individual trees and stands; use of aerial photographs, maps, and various measurement instruments. [3-2-0] Prerequisite: One of FRST 231, NRES 231 and one of FRST 232, NRES 232."
FRST,248,Co-operative Work Placement.,3,,,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Orientation workshops required. Final work term report required. This course is not eligible for Credit/D/Fail grading.
FRST,302,Forest Genetics,3,,,Population genetics and conservation of genetic resources; principles of genetics and their application to forestry. [2-2]
FRST,303,Principles of Forest Science,3,,,"Introduction to growth of trees and forests with emphasis on evolutionary, ecological and environmental aspects. Not available for credit to undergraduate students in the Faculty of Forestry. [3-0-0]"
FRST,304,Forest Stewardship in a Changing Climate,3,,,"Forests can provide natural solutions to climate change and social well-being through innovative management and restoration including protection of mother trees and soils, carbon and conservation financing, and emergence of value-added industries. For students without strong science backgrounds. Not available for credit to Faculty of Forestry students. [3-0-0]"
FRST,305,Silviculture,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 201""), Prerequisite(type=""course"", details=""NRES 201""), Prerequisite(type=""course"", details=""FRST 350""), Prerequisite(type=""course"", details=""FRST 351""), Prerequisite(type=""course"", details=""UFOR 400"")])",,"Silviculture concepts and principles; stand dynamics; artificial and natural regeneration; cultural techniques for forest stand establishment and stand tending; silvicultural systems; decision making and development of prescriptions; connections to forest planning. [3-4*] Prerequisite: One of FRST 201, NRES 201 and one of FRST 350, FRST 351, UFOR 400."
FRST,307,Biotic Disturbances,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 210""), Prerequisite(type=""course"", details=""NRES 210""), Prerequisite(type=""course"", details=""FRST 211""), Prerequisite(type=""course"", details=""NRES 211"")])",,"Concepts of disturbance ecology with special reference to insects and diseases in the forests of British Columbia; forest health problems in the biogeoclImatic zones of BC; present management strategies and future potentials in a scenario of climate change. [3-3-0] Prerequisite: One of FRST 210, NRES 210 and one of FRST 211, NRES 211."
FRST,308,Forest Entomology,2,,,An introduction to insects that cause damage to forests and forest products; how insects live; life cycles and attack symptoms of representatives of major groups of insects; principles for control and management. Available only through Distance Education.
FRST,309,Forest Pathology,2,,,Biology and management of forest tree diseases. Available only through Distance Education.
FRST,310,Soil Biology,3,"Prerequisite(type=""course"", details=""BIOL 121"")",,"The diversity and interactions of soil organisms (bacteria, protozoa, fungi, animals, plants) in natural and managed ecosystems; roles in primary production, nutrient cycling, decomposition and reclamation; responses to environmental change. [2-3-0] Prerequisite: BIOL 121. Equivalency: APBI342"
FRST,311,Plant Physiology I,4,,,"Mechanisms and regulation of functional processes contributing to the assimilation, transport and utilization of water, mineral nutrients and carbon by plants. CHEM 203, CHEM 213, or CHEM 233 and CHEM 235 is recommended. [3-3-0] Equivalency: BIOL351, APBI351"
FRST,318,Forest and Conservation Economics,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""ECON 101""), Prerequisite(type=""course"", details=""FRST 101"")])",,"Practical problem solving of economic issues related to forestry and conservation, touching on investment analysis, capital budgeting, non-timber economics, ecosystem services, and forest certification. Completion of FRST 232 or NRES 232 or intermediate knowledge of MS Excel essential. [2-3-0] Prerequisite: One of ECON 101, FRST 101."
FRST,319,Principles of Forestry Economics,3,,,"Introduction to the economics of production, distribution and consumption of goods and services produced by, and dependent on, the forest resource. Available only through Distance Education."
FRST,320,Abiotic Disturbances: Fire and Climate,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 210""), Prerequisite(type=""course"", details=""NRES 210""), Prerequisite(type=""course"", details=""FRST 211""), Prerequisite(type=""course"", details=""NRES 211"")])",,"Ecological effects of fire and climatic (wind, temperature, and snow) disturbances; fire danger rating, principles of fire management and prescribed fire use; windthrow risk modelling and management. [3-2-0] Prerequisite: One of FRST 210, NRES 210 and one of FRST 211, NRES 211."
FRST,339,Forest Level Measurement and Productivity,3,"Prerequisite(type=""course"", details=""FRST 239"")",,Obtaining and forecasting information for stands and forests. [3-2-0] Prerequisite: FRST 239.
FRST,346,Co-operative Work Placement.,3,,,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Facutly of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.
FRST,347,Co-operative Work Placement,3,,,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.
FRST,348,Co-operative Work Placement.,3,,,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.
FRST,350,Foundational Field School,2,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 201""), Prerequisite(type=""course"", details=""NRES 201"")])",,"Field study concentrating on outdoor skills, forest measurements, site diagnosis, and an integrated overview of the ecological, social and economic basis for forest management. Fees will be assessed to meet expenses. Credit will be granted for only one of FRST 350 or 351. Prerequisite: One of FRST 201, NRES 201. This course is not eligible for Credit/D/Fail grading."
FRST,351,Interior Field School,2,"Prerequisite(type=""course"", details=""FRST 210"")","Prerequisite(type=""course"", details=""FRST 211"")","Field study at an interior BC location concentrating on land use, management and silviculture. Fees will be assessed to meet expenses. Students with FRST 351 and FRST 350 can only count 2 credits toward their program requirements. Prerequisite: FRST 210 or NRES 210. Corequisite: FRST 211 or NRES 211."
FRST,370,Community Forests and Community Forestry,3,,,"Community forests and community forestry throughout the world, with special attention to participation by aboriginal peoples; emphasis is on forms of governance, public participation, and adaptive learning. [3-0-0]"
FRST,385,Watershed Hydrology,3,/* Unparsed: third- or fourth-year standing. */,,Measurement and analysis of hydrological processes in response to forest management activities. [3-2-0] Prerequisite: Third- or fourth-year standing.
FRST,386,Aquatic Ecosystems and Fish in Forested Watersheds,3,"/* Unparsed: third- or fourth-year standing in forestry, science or applied science. */",,"Effects of forest management activities on fish and aquatic ecosystems. [3-2-0] Prerequisite: Third- or fourth-year standing in Forestry, Science or Applied Science."
FRST,395,Wildlife Ecology and Management,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 201""), Prerequisite(type=""course"", details=""BIOL 230""), Prerequisite(type=""course"", details=""BIOL 306"")])",,"Ecology, management, and conservation of terrestrial vertebrate wildlife, focusing primarily on socio-economically important, forest-dwelling species of mammals, birds, amphibians and reptiles. [3-2-0] Prerequisite: One of FRST 201, BIOL 230, BIOL 306."
FRST,399,Introduction to Research Methods,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 150""), Prerequisite(type=""course"", details=""LFS 150""), Prerequisite(type=""course"", details=""NRES 150""), Prerequisite(type=""course"", details=""WRDS 150""), Prerequisite(type=""course"", details=""ENGL 110""), Prerequisite(type=""course"", details=""ENGL 111""), Prerequisite(type=""course"", details=""WOOD 225""), Prerequisite(type=""course"", details=""NRES 225"")])",,"Lectures and seminars in research philosophies and the scientific method, with special emphasis on field research. [2-1] Prerequisite: One of FRST 150, LFS 150, NRES 150, WRDS 150, ENGL 110, ENGL 111, WOOD 225, NRES 225."
FRST,402,Living Language: Science and Society,3,"/* Unparsed: fourth-year standing or permission of the instructor. equivalency: apsc402, astu402, lfs 402, lled402, phar402 */",,"Multi-disciplinary course in which students, individually and in groups, examine, integrate and apply subject-specific knowledge through the lens of language and the framework of the language sciences, with a focus on themes of real-world importance. Prerequisite: Fourth-year standing or permission of the instructor. Equivalency: APSC402, ASTU402, LFS 402, LLED402, PHAR402"
FRST,403,The Sustainability of Production in Managed Forest Ecosystems,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 201""), Prerequisite(type=""course"", details=""NRES 201"")])",,"Study of the functional and dynamic characteristics of forest ecosystems and their response to forest management using ecosystem-level microcomputer simulation models. [3-2-0] Prerequisite: One of FRST 201, NRES 201."
FRST,404,Advances in Silviculture,4,"Prerequisite(type=""course"", details=""FRST 305"")",,Fundamental silvicultural problems; the application of research findings to the practice of silviculture. [4-0] Prerequisite: FRST 305.
FRST,406,Advanced Forest Pathology,3,,,"Hereditary, physiological, anatomical, environmental, and microbiological factors influencing forest tree diseases. Given in alternate years. [2-2]"
FRST,408,Advanced Forest Insect Ecology,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 307""), Prerequisite(type=""course"", details=""APBI 327""), Prerequisite(type=""course"", details=""BIOL 327"")])",,"Role of climate and climate change in the population dynamics, outbreak potentials and resultant impacts to forest ecosystems associated with herbivorous forest insects. [3-0-0] Prerequisite: One of FRST 307, APBI 327, BIOL 327."
FRST,410,Introduction to Landscape Ecology and Management,3,/* Unparsed: fourth-year standing this course is not eligible for credit/d/fail grading. */,,"Current concepts, methods, and applications of landscape ecology with emphasis on spatial patterning, spatial heterogeneity, and dynamics; problem-solving approaches to natural resource issues through the application of landscape ecological principles and tools. [3-0-0] Prerequisite: Fourth-year standing This course is not eligible for Credit/D/Fail grading."
FRST,411,"Complex Adaptive Systems, Global Change Science, and Ecology Sustainability",3,/* Unparsed: third-year standing */,,Concepts of complex adaptive systems (CAS); exploration of how CAS can be used to manage natural and social environments for multiple goals under changing climatic and socio-economic conditions. [3-0-0] Prerequisite: Third-year standing
FRST,413,Ecological Plant Biochemistry.,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""BIOL 200""), Prerequisite(type=""course"", details=""BIOL 201""), Prerequisite(type=""course"", details=""BIOL 209""), Prerequisite(type=""course"", details=""BIOL 210""), Prerequisite(type=""course"", details=""FRST 200""), Prerequisite(type=""course"", details=""NRES 200""), Prerequisite(type=""course"", details=""FRST 210""), Prerequisite(type=""course"", details=""NRES 210"")])",,"The structure, biosynthesis, distribution and biological function of secondary plant metabolites. [3-0-0] Prerequisite: Either (a) all of BIOL 200, BIOL 201 and one of BIOL 209, BIOL 210; or (b) one of FRST 200, NRES 200 and one of FRST 210, NRES 210. Equivalency: BIOL462"
FRST,415,Sustainable Forest Policy,3,/* Unparsed: third- or fourth-year standing. */,,"The development, implementation, and analysis of forest policy. [3-0-0] Prerequisite: Third- or fourth-year standing."
FRST,421,Quantitative Forest Management,3,,,Introduction to the quantitative tools necessary in forest management. Available only through Distance Education.
FRST,422,Mathematical Modelling in Forest Resource Analysis,3,/* Unparsed: fourth-year standing in the bsf degree. */,,Modelling techniques used in strategic and tactical forest resources analyses. [2-0-3] Prerequisite: Fourth-year standing in the BSF degree.
FRST,423,Forest Management Planning,6,"Prerequisite(type=""course"", details=""FRST 422"")",,"Forest management designs to identify and integrate economic, social, and environmental objectives across a forested landscape both strategically and tactically. [4-2-2] Prerequisite: FRST 422."
FRST,425,Forest Planning,3,,,"Analyze and interpret existing management plans, prescribe solutions for achieving specific forest management goals at multiple scales, use basic tools to evaluate the financial implications of such solutions, and create a forest management plan for a virtual forest. Offered entirely online. Students in any of the Forestry programs requiring FRST 423 (6 cr) in order to graduate will not be granted the 3 cr of FRST 425 toward degree completion."
FRST,430,Advanced Biometrics,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 231""), Prerequisite(type=""course"", details=""NRES 231""), Prerequisite(type=""course"", details=""BIOL 300""), Prerequisite(type=""course"", details=""STAT 200""), Prerequisite(type=""course"", details=""FRST 399""), Prerequisite(type=""course"", details=""WITH 4"")])",,"Analysis of variance, multiple regression and analysis of covariance. Design and analysis of experiments. [3-2] Prerequisite: One of FRST 231, NRES 231, BIOL 300, STAT 200. And FRST 399 or equivalent. Restricted to students with 4th year standing or by permission of instructor."
FRST,432,Ecological Genomics,3,,,"The genomic basis of adaptation to environments. Topics progress through community structure, life history patterns, stress responses, and variation and adaptation. [3-0-0]"
FRST,436,Growth and Yield,3,/* Unparsed: frst339 */,,"Techniques of growth and yield projection and discussion of modelling approaches. Exploration of stand dynamics, quantitative implications of management treatments and environmental limitations to tree and stand growth. [2-2-0] Prerequisite: FRST339"
FRST,439,International Forestry,3,,,"The socio-economic, biological and technological aspects of forestry within the international frame, in both the developed and developing world. Regional studies and the role of national and international agencies. [2-2-0]"
FRST,443,Remote Sensing for Ecosystem Management,3,,,"Basic biological concepts related to interpretation of remote sensing data for land management, including the use of films and filters, and interpretation of air photographs, and other imagery. [2-2-0]"
FRST,444,Agroforestry,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 201""), Prerequisite(type=""course"", details=""NRES 201""), Prerequisite(type=""course"", details=""APBI 260"")])",,"Ecological, economic and social benefits of incorporating trees into agricultural landscapes. Lectures and groupwork designing agroforestry systems in temperate and tropical contexts. [3-2-0] Prerequisite: One of FRST 201, NRES 201, APBI 260. Equivalency: APBI444"
FRST,446,Co-operative Work Placement.,3,,,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.
FRST,447,Co-operative Work Placement.,3,,,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.
FRST,448,Co-operative Work Placement.,3,,,Supervised work experience in an approved organization for a minimum of 15 weeks. Restricted to students in the Co-operative Education Program in the Faculty of Forestry. Final work term report required. This course is not eligible for Credit/D/Fail grading.
FRST,452,Coastal Field School,2,/* Unparsed: third or fourth year-standing in the b.s.f. program. */,,Site diagnosis and preparation of management options in coastal forests. Extrasessional course; fees will be assessed to meet expenses. Prerequisite: Third or fourth year-standing in the B.S.F. program.
FRST,456,The Role of Natural and Planted Forests in the Global Bioeconomy,6,/* Unparsed: third-year standing */,,"(Go Global Seminar Series) An intensive one-month field school in Chile focused on fast-growing industrial forest plantations, innovative wood products, land use strategies for natural and planted forests, and their impact on society. Prerequisite: Third-year standing"
FRST,470,Forests and Society,3,/* Unparsed: third- or fourth-year standing. */,,Social aspects of forestry and forest communities. [3-0-1] Prerequisite: Third- or fourth-year standing.
FRST,475,Indigenous Ecologies,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""BEST 203""), Prerequisite(type=""course"", details=""BIOL 230""), Prerequisite(type=""course"", details=""FRST 201""), Prerequisite(type=""course"", details=""APBI 260""), Prerequisite(type=""course"", details=""GEOS 207"")])",,"Application of Indigenous worldviews and knowledges to ecology. Colonial history of modern ecology, foundations and examples of Indigenous ecologies, restoration applying multiple worldviews, and Indigenized, culturally appropriate ecological research and decision-making processes. Prerequisite: One of BEST 203, BIOL 230, FRST 201, APBI 260, GEOS 207. and third-year standing. This course is not eligible for Credit/D/Fail grading."
FRST,485,Forest Watershed Management,3,/* Unparsed: frst385 */,,"Effects of land management on quality, quantity and timing of water flow. [3-2-0] Prerequisite: FRST385"
FRST,490,Visual Resource Management and Planning for Aesthetics,3,/* Unparsed: third-year standing. equivalency: larc542 */,,"Methodologies for visual analysis, perceptions, planning & management of urban, natural and working landscapes, and implications for sustainable land-use management & community engagement. Credit will be granted for only one of FRST 490 or FRST 551. [2-2] Prerequisite: Third-year standing. Equivalency: LARC542"
FRST,491,Visualization and Forest Design,3,/* Unparsed: third- or fourth-year standing. */,,GIS-based spatial planning and 3D landscape visualization for forest management. [3-0-1] Prerequisite: Third- or fourth-year standing.
FRST,492,Environmental Perception,3,/* Unparsed: third-year standing */,,How individuals perceive their environment. Emphasis will be given visual perception in the context of natural resource issues and the effects of those perceptions on individuals including issues of human wellbeing. [3-0-0] Prerequisite: Third-year standing
FRST,495,Biological Diversity and Conservation,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 201""), Prerequisite(type=""course"", details=""NRES 201""), Prerequisite(type=""course"", details=""FRST 395"")])",,"Principles, problems, and practices of managing natural habitats for biological diversity; current issues in biological diversity important to researchers, policymakers, and the general public. [2-2-0] Prerequisite: One of FRST 201, NRES 201 and FRST 395. This course is not eligible for Credit/D/Fail grading."
FRST,497,Communications and Professionalism,3,/* Unparsed: fourth-year standing. */,,Preparing professional reports and presentations; professionalism and professional ethics. [2-0-2] Prerequisite: Fourth-year standing.
FRST,498,B.Sc. Thesis in Forestry,6,,,An independent study or research project of a subject of special interest to the student under the direction of a staff member. Available only to students in the BSFS Honours specialization.
FRST,499,B.S.F. Thesis,6,,,"An independent study or research project on an approved topic, developed under the guidance of a Faculty member. Available only to students in their graduating year."
FRST,500,Teaching and Learning in Forestry,1,,,"An evidence-based examination of teaching and learning in forestry, focusing on instructional design, classroom practices and field instruction. This course is not eligible for Credit/D/Fail grading."
FRST,502,"Tropical Rainforests: Evolution, Biology, Ecology",3,,,"Evolution and current structure, functions and diversity of moist evergreen and semi-evergreen forests of the humid tropics. This course is not eligible for Credit/D/Fail grading."
FRST,503,Plant Molecular Biology Laboratory,3,,,"Techniques of purification, cloning, sequencing, restriction-hybridization analysis of plant nucleic acids, in-vitro labeling of plant nucleic acids and proteins, and electrophoresis and immunodetection of plant proteins. Offered by the Biotechnology Teaching Laboratory in cooperation with the Department of Forest and Conservation Sciences. Admission to the course is limited and requires recommendation from the department head. Equivalency: PLNT540, BOTA544 This course is not eligible for Credit/D/Fail grading."
FRST,504,Landscape Ecology,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,506,Advanced Forest Pathology,3,,,"Hereditary, physiological, anatomical, environmental, and microbiological factors influencing forest tree diseases. This course is not eligible for Credit/D/Fail grading."
FRST,508,Advanced Forest Insect Ecology,3,,,"Role of climate and climate change in the population dynamics, outbreak potentials and resultant impacts to forest ecosystems associated with herbivorous forest insects. This course is not eligible for Credit/D/Fail grading."
FRST,510,Applied Population Genetics,3,,,Equivalency: BIOL510 This course is not eligible for Credit/D/Fail grading.
FRST,512,Belowground Forest Ecosystems,3,,,"Review of current literature on specific topics in forest soil ecology, including bacterial endophytes, microbial diversity, nutrient cycling, and mycorrhizae. Students with either APBI 412 or CONS 412 will not be allowed to take FRST 512. This course is not eligible for Credit/D/Fail grading."
FRST,513,Biotechnology in Tree Improvement,3,/* Unparsed: [biol335] or permission of the instructor. this course is not eligible for credit/d/fail grading. */,,Advanced research topics and their application to forest genetics. Emphasis on molecular genetics and experimental protocols. Prerequisite: [BIOL335] or permission of the instructor. This course is not eligible for Credit/D/Fail grading.
FRST,515,Climate Change Communications and Engagement,3,,,"Psychological, social, and systemic dimensions of climate change communication; approaches for engaging diverse groups for low-carbon futures; overcoming climate inaction. This course is not eligible for Credit/D/Fail grading."
FRST,516,Tree Physiology,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""FRST 311""), Prerequisite(type=""course"", details=""BIOL 351""), Prerequisite(type=""course"", details=""APBI 351"")])",,"Growth and development of woody plants; physiological responses to abiotic and biotic environmental factors; consequences of silvicultural practices on physiological processes. [3-2] Prerequisite: One of FRST 311, BIOL 351, APBI 351. This course is not eligible for Credit/D/Fail grading."
FRST,519,Forests and Society,3,,,"Emphasis on tropical and sub-tropical countries, where the majority of forest-dependent people live. This course is not eligible for Credit/D/Fail grading."
FRST,520,Land and Forest Resource Economics,3,,,Applications of advanced theory and quantitative analysis to problems in forest resource and land economics; multiple land use; institutions for sustainable land use; optimal management and policy. [3-0] Equivalency: AGEC520 This course is not eligible for Credit/D/Fail grading.
FRST,522,"Social, Community, and Indigenous Forestry",3,,,This course is not eligible for Credit/D/Fail grading.
FRST,523,Forest and Environmental Policy,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,524,Environmental Perception,3,,,"Perceptual processes mediating behaviour in humans, with special attention given to the emotional processing of visual stimuli. This course is not eligible for Credit/D/Fail grading."
FRST,525,Visualisation Theory and Applications,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,526,Directed Studies in International Forestry,6,,,This course is not eligible for Credit/D/Fail grading.
FRST,527,People and Forests: An International Perspective,3,,,"Biodiversity loss, deforestation, desertification, salinization, air pollution and climate change facing world forests. Credit will be granted for only one of FRST 439 or FRST 527. This course is not eligible for Credit/D/Fail grading."
FRST,528,Social Science Research Methods for Forestry and Conservation,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,529,Ecological Economics,3,"Prerequisite(type=""course"", details=""ECON 301"")",,Emphasis on forested ecosystems. Prerequisite: ECON 301. This course is not eligible for Credit/D/Fail grading.
FRST,530,Advanced Modelling Methods for Natural Resources Applications,3,,,"Linear, nonlinear, and generalized linear models, including mixed effects versions of each. Examples include applications to forests and other natural environments. This course is not eligible for Credit/D/Fail grading."
FRST,531,Multivariate Statistical Methods,3,,,"Multivariate analysis of variance, cluster, principal components, factor, canonical and discriminant analysis. Theory and conceptual background are presented but emphasis is on selection of appropriate analysis and interpretation of results. Examples from forestry and related fields are analysed by computer programs at UBC. This course is not eligible for Credit/D/Fail grading."
FRST,534,Natural Resources Economics,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,535,Global Environmental Issues and Forests,3,,,"Socio-economic, biological, and technological problems affecting forests and forest-dependent communities. This course is not eligible for Credit/D/Fail grading."
FRST,538,Advanced Geomatics for Natural Resource Management,3,,,Advanced geospatial technologies are examined and applied to pressing management issues. This course is not eligible for Credit/D/Fail grading.
FRST,540,Application of Operational Research Methods in Forest Management,3,,,"Use of operational research methods in forest planning models; emphasis on algorithms, problem formulation and interpretation of results. This course is not eligible for Credit/D/Fail grading."
FRST,542,Forest Policy and Law,4,,,This course is not eligible for Credit/D/Fail grading.
FRST,543,"International Forestry Institutions, Diplomacy and Negotiation",3,,,This course is not eligible for Credit/D/Fail grading.
FRST,544,Technical Communication Skills I,3,,,Principles and practice of oral presentations. This course is not eligible for Credit/D/Fail grading.
FRST,545,Technical Communication Skills II,3,,,"Theory and practice of technical communication necessary for preparation of effective scientific reports, reviews, grant proposals, journal articles and theses. This course is not eligible for Credit/D/Fail grading."
FRST,546,Research Methods and Philosophies in Science,3,,,Lectures and seminars in research philosophies and methods with special emphasis on field and applied research. [3-0] This course is not eligible for Credit/D/Fail grading.
FRST,547,Forestry in British Columbia,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,551,Landscape Planning for Sustainability,3,,,"Analysis, perception, planning of landscapes, and integration of social acceptability with sustainability. Credit will be granted for only one of FRST 490 or FRST 551. Equivalency: LARC542 This course is not eligible for Credit/D/Fail grading."
FRST,552,Tropical Forests: Management and Conservation,3,,,"The use, management, and conservation of tropical and sub-tropical forests. This course is not eligible for Credit/D/Fail grading."
FRST,553,International Forest Governance and Policy,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,554,Forest Products and Services,3,,,Global trends in products and services. This course is not eligible for Credit/D/Fail grading.
FRST,555,Fundamentals of Sustainable Forest Land Management,3,,,Concepts and principles at the site and landscape scale. This course is not eligible for Credit/D/Fail grading.
FRST,556,Land Information Acquisition and Analysis,3,,,Principles and application of data acquisition and use. This course is not eligible for Credit/D/Fail grading.
FRST,557,Site-Level Forest Land Management,5,,,"Design and implementation of site-level plans that integrate ecological, social, and economic components: silviculture, forest operations, and forest health. This course is not eligible for Credit/D/Fail grading."
FRST,558,Landscape-Level Forest Land Management,7,,,"Preparation of landscape-level sustainable forest management plans that integrate ecological, social, and economic components. This course is not eligible for Credit/D/Fail grading."
FRST,559,Natural Resources Planning,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,560,Forest Business Enterprise,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,562,Topics in International Forestry,4,,,Contemporary and emerging issues in international forestry. This course is not eligible for Credit/D/Fail grading.
FRST,575,Indigenous Ecologies,3,/* Unparsed: a second-year or higher ecology course. this course is not eligible for credit/d/fail grading. */,,"Application of Indigenous worldviews and knowledges to ecology. Colonial history of modern ecology, foundations and examples of Indigenous ecologies, restoration applying multiple worldviews, and Indigenized, culturally appropriate ecological research and decision-making processes. Prerequisite: A second-year or higher ecology course. This course is not eligible for Credit/D/Fail grading."
FRST,588,Fluvial Ecohydrology,3,,,"Hydrology, geomorphology and ecology of streams and their catchments; significance of stream processes within the fluvial network; management issues, particularly in the context of forest harvesting. This course is not eligible for Credit/D/Fail grading."
FRST,590,Statistical Methods in Hydrology,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,592,Hydrological Modelling Applications in Forestry,3,,,This course is not eligible for Credit/D/Fail grading.
FRST,593,Climate Adaptation in Socio-Ecological Systems,3,,,"Theory and evolution of adaptation at different scales in organizations and resource management systems, utilizing existing case studies, examining opportunities and barriers to adaptation, considering strategies and practices to manage climate impacts and risks. This course is not eligible for Credit/D/Fail grading."
FRST,595,Transformative Environmental Research,3,/* Unparsed: graduate-level standing. this course is not eligible for credit/d/fail grading. */,,"Scholarly foundations of and emerging approaches for engaging creatively and critically in environmental research that recognizes (and potentially addresses) issues of power, difference, and complexity, transforming both the researcher and the research discipline. Prerequisite: Graduate-level standing. This course is not eligible for Credit/D/Fail grading."
FRST,649,Doctoral Dissertation,0,,,This course is not eligible for Credit/D/Fail grading.
MATH,100,Differential Calculus with Applications,3,/* Unparsed: a score of 80% or higher in bc pre-calculus 12. high school calculus is strongly recommended. */,,"Derivatives of elementary functions. Applications and modelling: graphing, optimization. Consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… [3-0-0] Prerequisite: A score of 80% or higher in BC Pre-calculus 12. High school calculus is strongly recommended."
MATH,101,Integral Calculus with Applications,3,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""MATH 100""), Prerequisite(type=""course"", details=""MATH 102""), Prerequisite(type=""course"", details=""MATH 104""), Prerequisite(type=""course"", details=""MATH 110""), Prerequisite(type=""course"", details=""MATH 120""), Prerequisite(type=""course"", details=""MATH 180""), Prerequisite(type=""course"", details=""MATH 184"")])",,"The definite integral, integration techniques, applications, modelling, infinite series. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… [3-0-0] Prerequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184."
MATH,102,Differential Calculus with Applications to Life Sciences,3,/* Unparsed: high-school calculus and a score of 80% or higher in bc principles of mathematics 12 or pre-calculus 12. */,,"Functions, derivatives, optimization, growth and decay, discrete probability. Please consult the Faculty of Science Credit Exclusion List: https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult… [3-0-0] Prerequisite: High-school calculus and a score of 80% or higher in BC Principles of Mathematics 12 or Pre-calculus 12."
